226,1,artifical intelligence,,,,
227,1,artifical intelligence,,,,
228,2,clinical neurology,,,,
229,1,artifical intelligence,,chemistry,2nd opinion,
230,2,clinical neurology,,,,
231,0,information systems,,,,
232,0,information systems,,,,
233,2,clinical neurology,bad data,excluded,,excluded
234,2,clinical neurology,bad data,excluded,,excluded
235,2,clinical neurology,bad data,excluded,,excluded
236,2,clinical neurology,bad data,excluded,,excluded
237,2,clinical neurology,bad data,excluded,,excluded
238,2,clinical neurology,bad data,excluded,,excluded
239,2,clinical neurology,bad data,excluded,,excluded
240,2,clinical neurology,bad data,excluded,,excluded
241,1,artifical intelligence,Related to 2,interesting reference point,,
242,1,artifical intelligence,Related to 2,interesting reference point,,
243,0,information systems,Related to 2,interesting reference point,,
244,0,information systems,Related to 2,interesting reference point,,
245,0,information systems,,,,
246,2,clinical neurology,,,,
247,2,clinical neurology,,,,
248,2,clinical neurology,,,,
249,1,artifical intelligence,,,,
250,2,clinical neurology,,,,
251,2,clinical neurology,,,,
252,2,clinical neurology,,,,
253,2,clinical neurology,,,,
254,2,clinical neurology,,,,
255,1,artifical intelligence,,,,
256,2,clinical neurology,,,,
257,2,clinical neurology,,,,
258,0,information systems,,,,
259,2,clinical neurology,,,,
260,2,clinical neurology,,,,
261,2,clinical neurology,,,,
262,0,information systems,,,,
263,2,clinical neurology,,,,
264,1,artifical intelligence,far from the classification,,2nd opinion,
265,2,clinical neurology,,,,
266,2,clinical neurology,,,,
267,NA,NA,bad data,excluded,,excluded
268,2,clinical neurology,bad data,excluded,,excluded
269,NA,NA,bad data,excluded,,excluded
270,2,clinical neurology,bad data,excluded,,excluded
271,2,clinical neurology,bad data,excluded,,excluded
272,NA,NA,bad data,excluded,,excluded
273,NA,NA,bad data,excluded,,excluded
274,2,clinical neurology,bad data,excluded,,excluded
275,2,clinical neurology,bad data,excluded,,excluded
276,2,clinical neurology,bad data,excluded,,excluded
277,2,clinical neurology,bad data,excluded,,excluded
278,NA,NA,bad data,excluded,,excluded
279,2,clinical neurology,bad data,excluded,,excluded
280,2,clinical neurology,bad data,excluded,,excluded
281,2,clinical neurology,bad data,excluded,,excluded
282,2,clinical neurology,bad data,excluded,,excluded
283,2,clinical neurology,bad data,excluded,,excluded
284,2,clinical neurology,bad data,excluded,,excluded
285,2,clinical neurology,bad data,excluded,,excluded
286,2,clinical neurology,bad data,excluded,,excluded
287,NA,NA,bad data,excluded,,excluded
288,2,clinical neurology,bad data,excluded,,excluded
289,2,clinical neurology,bad data,excluded,,excluded
290,2,clinical neurology,bad data,excluded,,excluded
291,2,clinical neurology,bad data,excluded,,excluded
292,2,clinical neurology,bad data,excluded,,excluded
293,2,clinical neurology,bad data,excluded,,excluded
294,2,clinical neurology,bad data,excluded,,excluded
295,2,clinical neurology,bad data,excluded,,excluded
296,2,clinical neurology,bad data,excluded,,excluded
297,2,clinical neurology,bad data,excluded,,excluded
298,2,clinical neurology,bad data,excluded,,excluded
299,2,clinical neurology,bad data,excluded,,excluded
300,2,clinical neurology,bad data,excluded,,excluded
301,2,clinical neurology,bad data,excluded,,excluded
302,2,clinical neurology,bad data,excluded,,excluded
303,NA,NA,bad data,excluded,,excluded
304,2,clinical neurology,bad data,excluded,,excluded
305,1,artifical intelligence,far from the classification,interesting reference point,2nd opinion,
306,2,clinical neurology,,,,
307,2,clinical neurology,,,,
308,0,information systems,,,,
309,2,clinical neurology,,,,
310,2,clinical neurology,,,,
311,1,artifical intelligence,far from the classification,,2nd opinion,
312,NA,NA,bad data,excluded,,excluded
313,2,clinical neurology,"far from the classification, psychiatry",excluded?,2nd opinion,excluded
314,2,clinical neurology,,,,
315,2,clinical neurology,,,,
316,2,clinical neurology,,,,
317,2,clinical neurology,,,,
318,NA,NA,bad data,excluded,,excluded
319,1,artifical intelligence,,,,
320,1,artifical intelligence,,,,
321,2,clinical neurology,,,,
322,2,clinical neurology,,,,
323,2,clinical neurology,,,,
324,1,artifical intelligence,,,,
325,1,artifical intelligence,,,,
326,1,artifical intelligence,,,,
327,2,clinical neurology,,,,
328,1,artifical intelligence,,,,
329,2,clinical neurology,,,,
330,1,artifical intelligence,"far from the classification, game development",excluded?,2nd opinion,excluded
331,2,clinical neurology,,,,
332,1,artifical intelligence,far from the classification,excluded?,2nd opinion,excluded
333,0,information systems,far from the classification,telecommunication,2nd opinion,
334,0,information systems,far from the classification,telecommunication,2nd opinion,
335,0,information systems,far from the classification,telecommunication,2nd opinion,
336,1,artifical intelligence,,,,
337,1,artifical intelligence,,,,
338,1,artifical intelligence,,,,
339,0,information systems,,,,
340,1,artifical intelligence,,,,
341,1,artifical intelligence,,,,
342,1,artifical intelligence,,,,
343,1,artifical intelligence,,,,
344,1,artifical intelligence,,,,
345,0,information systems,,,,
346,0,information systems,Classified both 0 and 1,interesting reference point,2nd opinion,
347,0,information systems,Classified both 0 and 1,interesting reference point,2nd opinion,
348,0,information systems,,,,
349,1,artifical intelligence,,,,
350,1,artifical intelligence,,,,
351,1,artifical intelligence,,,,
352,1,artifical intelligence,,,,
353,1,artifical intelligence,,,,
354,1,artifical intelligence,,,,
355,1,artifical intelligence,,,,
356,1,artifical intelligence,,,,
357,1,artifical intelligence,,,,
358,1,artifical intelligence,,,,
359,0,information systems,,,,
360,1,artifical intelligence,,,,
361,0,information systems,,,,
362,0,information systems,,,,
363,0,information systems,,,,
364,0,information systems,,,,
365,0,information systems,,,,
366,1,artifical intelligence,,,,
367,0,information systems,Classified both 0 and 1,interesting reference point,2nd opinion,
368,0,information systems,,,,
369,1,artifical intelligence,,,,
370,1,artifical intelligence,,,,
371,1,artifical intelligence,,,,
372,1,artifical intelligence,,,,
373,2,clinical neurology,bad data,excluded,,excluded
374,2,clinical neurology,bad data,excluded,,excluded
375,2,clinical neurology,bad data,excluded,,excluded
376,2,clinical neurology,bad data,excluded,,excluded
377,1,artifical intelligence,,,,
378,1,artifical intelligence,,,,
379,1,artifical intelligence,Related to 2,,,
380,0,information systems,bad data,excluded,,excluded
381,1,artifical intelligence,,,,
382,1,artifical intelligence,,,,
383,1,artifical intelligence,,,,
384,1,artifical intelligence,,,,
385,0,information systems,,,,
386,1,artifical intelligence,,,,
387,1,artifical intelligence,,,,
388,1,artifical intelligence,,,,
389,1,artifical intelligence,,,,
390,1,artifical intelligence,,,,
391,1,artifical intelligence,,,,
392,1,artifical intelligence,,,,
393,1,artifical intelligence,,,,
394,1,artifical intelligence,,,,
395,2,clinical neurology,,,,
396,2,clinical neurology,,,,
397,2,clinical neurology,,,,
398,2,clinical neurology,,,,
399,2,clinical neurology,weak data,interesting reference point,,
400,1,artifical intelligence,,,,
401,0,information systems,,,,
402,1,artifical intelligence,,,,
403,1,artifical intelligence,,,,
404,1,artifical intelligence,,,,
405,0,information systems,,,,
406,1,artifical intelligence,,,,
407,0,information systems,,,,
408,0,information systems,,,,
409,1,artifical intelligence,,,,
410,1,artifical intelligence,Classified as 0,interesting reference point,2nd opinion,
411,0,information systems,,,,
412,0,information systems,,,,
413,0,information systems,,,,
414,1,artifical intelligence,,,,
415,1,artifical intelligence,,,,
416,0,information systems,,,,
417,0,information systems,,,,
418,0,information systems,classified as 1,,2nd opinion,
419,0,information systems,classified as 1,,2nd opinion,
420,1,artifical intelligence,,,,
421,0,information systems,Classified both 0 and 1,digital signal processing,,
422,0,information systems,Classified both 0 and 1,digital signal processing,,
423,0,information systems,Classified both 0 and 1,digital signal processing,,
424,0,information systems,Classified both 0 and 1,digital signal processing,,
425,0,information systems,Classified both 0 and 1,digital signal processing,,
426,1,artifical intelligence,Classified both 0 and 1,,,
427,0,information systems,Classified both 0 and 1,digital signal processing,,
428,0,information systems,Classified both 0 and 1,"digital signal processing, exclude?",,excluded
429,0,information systems,Classified both 0 and 1,"digital signal processing, exclude?",,excluded
430,0,information systems,Classified both 0 and 1,digital signal processing,,
431,0,information systems,Classified both 0 and 1,digital signal processing,,
432,0,information systems,Or 1?,digital signal processing,2nd opinion,
433,0,information systems,Classified both 0 and 1,digital signal processing,,
434,0,information systems,Classified both 0 and 1,digital signal processing,,
435,1,artifical intelligence,Classified both 0 and 1,digital signal processing,,
436,0,information systems,Classified both 0 and 1,digital signal processing,,
437,0,information systems,Classified both 0 and 1,digital signal processing,,
438,1,artifical intelligence,Classified both 0 and 1,digital signal processing,,
439,1,artifical intelligence,Classified both 0 and 1,digital signal processing,,
440,0,information systems,Classified both 0 and 1,,,
441,0,information systems,Classified both 0 and 1,digital signal processing,,
442,0,information systems,Classified both 0 and 1,digital signal processing,,
443,0,information systems,,digital signal processing,,
444,0,information systems,,,,
445,0,information systems,,digital signal processing,,
446,0,information systems,,,,
447,0,information systems,,,,
448,0,information systems,,,,
449,0,information systems,,,,
450,1,artifical intelligence,,,,
451,2,clinical neurology,,,,
452,1,artifical intelligence,,,,
453,1,artifical intelligence,,,,
454,1,artifical intelligence,,,,
455,1,artifical intelligence,,,,
456,1,artifical intelligence,,digital signal processing,,
457,1,artifical intelligence,,,,
458,1,artifical intelligence,,,,
459,1,artifical intelligence,,,,
460,1,artifical intelligence,,,,
461,1,artifical intelligence,,,,
462,1,artifical intelligence,,,,
463,1,artifical intelligence,,,,
464,1,artifical intelligence,,,,
465,1,artifical intelligence,,,,
466,1,artifical intelligence,,,,
467,1,artifical intelligence,,,,
468,1,artifical intelligence,,,,
469,0,information systems,,,,
470,1,artifical intelligence,"Or 0, unclear?",,2nd opinion,
471,0,information systems,,,,
472,0,information systems,,,,
473,1,artifical intelligence,Or 0  ,excluded,,excluded
474,2,clinical neurology,,,,
475,1,artifical intelligence,,,,
476,0,information systems,,,,
477,0,information systems,,,,
478,0,information systems,,,,
479,0,information systems,,,,
480,0,information systems,,,,
481,0,information systems,,,,
482,0,information systems,,,,
483,0,information systems,,,,
484,0,information systems,,,,
485,0,information systems,,,,
486,0,information systems,,,,
487,0,information systems,,,,
488,0,information systems,,,,
489,0,information systems,,,,
490,0,information systems,,,,
491,0,information systems,,,,
492,0,information systems,,,,
493,0,information systems,,,,
494,0,information systems,,,,
495,1,artifical intelligence,,,,
496,0,information systems,,,,
497,0,information systems,,,,
498,0,information systems,,,,
499,1,artifical intelligence,,,,
500,1,artifical intelligence,,,,
501,1,artifical intelligence,,,,
502,0,information systems,,,,
503,0,information systems,Or 1 ,,2nd opinion,
504,0,information systems,Or 1 ,,2nd opinion,
505,0,information systems,,,,
506,0,information systems,,,,
507,0,information systems,duplicate,excluded,,excluded
508,0,information systems,,,,
509,0,information systems,,,,
510,1,artifical intelligence,Classified as 0,,2nd opinion,
511,0,information systems,,,,
512,0,information systems,,,,
513,0,information systems,,,,
514,0,information systems,,,,
515,0,information systems,,,,
516,0,information systems,,,,
517,0,information systems,,,,
518,0,information systems,,,,
519,0,information systems,,,,
